user_id,activity,date,start_time,end_time,duration_minutes,distance_km,calories_burned,heart_rate_avg,heart_rate_max,fatigue_level,satisfaction_level
User5,Swimming,2024-01-11,12:32:00,12:59:41,27.68,1.67,793.0,123,133,2,4
User5,Yoga,2024-01-11,10:38:00,11:37:03,59.06,0.0,163.05,104,114,2,2
User5,Swimming,2024-01-12,07:07:00,07:38:40,31.68,1.6,908.25,121,126,2,4
User5,Swimming,2024-01-12,20:54:00,21:12:15,18.25,0.93,374.13,136,141,3,1
User5,Swimming,2024-01-15,16:41:00,16:53:21,12.35,0.74,373.23,132,144,3,1
User5,Walking,2024-01-16,06:42:00,07:11:03,29.05,2.14,122.24,111,120,4,5
User5,Walking,2024-01-19,08:36:00,09:04:19,28.33,2.16,92.28,105,111,5,3
User5,Walking,2024-01-21,19:58:00,20:16:31,18.53,1.58,79.45,93,98,1,4
User5,HIIT,2024-01-22,15:17:00,15:40:31,23.52,0.0,224.79,169,180,3,5
User5,Running,2024-01-25,12:20:00,12:47:45,27.76,3.59,268.76,155,163,2,3
User5,HIIT,2024-01-26,12:08:00,12:29:22,21.38,0.0,223.79,156,170,1,5
User5,Walking,2024-01-27,14:11:00,14:43:45,32.75,3.0,133.16,94,104,1,2
User5,Swimming,2024-01-29,17:20:00,17:32:00,12.02,0.71,399.51,120,130,3,5
User5,Yoga,2024-01-29,17:07:00,17:58:35,51.59,0.0,169.68,99,112,4,5
User5,HIIT,2024-01-30,13:38:00,14:19:58,41.98,0.0,398.95,157,168,4,5
User5,Running,2024-01-30,13:59:00,14:19:15,20.27,3.57,263.26,143,151,5,2
User5,Yoga,2024-02-01,15:06:00,16:24:01,78.03,0.0,202.66,86,95,2,2
User5,Yoga,2024-02-01,16:33:00,17:33:58,60.98,0.0,125.88,102,112,1,1
User5,Swimming,2024-02-02,10:31:00,10:56:51,25.86,1.4,621.22,133,141,5,4
User5,Yoga,2024-02-02,20:40:00,22:06:08,86.14,0.0,281.06,86,97,1,5
User5,Cycling,2024-02-05,07:41:00,08:48:57,67.95,17.42,794.94,148,156,1,5
User5,Running,2024-02-09,06:13:00,06:56:18,43.31,8.24,630.64,142,149,2,2
User5,HIIT,2024-02-09,09:46:00,10:19:11,33.19,0.0,290.92,162,176,3,5
User5,Walking,2024-02-10,13:15:00,13:56:39,41.66,3.83,184.99,107,112,4,2
User5,Swimming,2024-02-11,19:17:00,19:48:45,31.76,1.29,553.69,113,124,5,3
User5,Yoga,2024-02-11,18:41:00,19:53:30,72.51,0.0,202.93,92,102,1,5
User5,Walking,2024-02-13,09:04:00,09:27:15,23.26,1.71,70.0,97,105,3,4
User5,Yoga,2024-02-13,16:56:00,18:06:57,70.95,0.0,200.39,93,99,1,1
User5,Walking,2024-02-14,18:04:00,18:44:04,40.08,3.45,180.36,105,110,2,5
User5,Cycling,2024-02-14,19:50:00,20:47:51,57.86,18.24,687.39,130,135,3,2
User5,Running,2024-02-15,07:57:00,09:04:38,67.65,8.98,645.6,159,165,1,3
User5,Yoga,2024-02-15,06:37:00,08:05:13,88.23,0.0,270.38,87,92,2,4
User5,HIIT,2024-02-16,16:04:00,16:32:39,28.65,0.0,255.84,163,177,5,2
User5,Yoga,2024-02-18,08:52:00,09:53:11,61.2,0.0,163.93,99,108,2,3
User5,Yoga,2024-02-18,11:23:00,11:58:36,35.6,0.0,101.55,92,100,4,4
User5,Cycling,2024-02-19,21:44:00,22:06:43,22.73,9.74,384.52,129,142,5,3
User5,Running,2024-02-19,20:37:00,20:57:35,20.59,3.79,242.47,153,166,3,4
User5,Yoga,2024-02-20,12:02:00,13:26:42,84.71,0.0,196.76,101,109,5,5
User5,HIIT,2024-02-20,07:10:00,07:49:09,39.15,0.0,408.83,161,172,3,5
User5,Walking,2024-02-21,19:07:00,19:39:41,32.7,2.88,140.0,103,114,3,1
User5,Running,2024-02-21,21:34:00,22:07:34,33.58,6.25,474.73,139,145,5,2
User5,Running,2024-02-24,16:19:00,16:47:48,28.81,5.33,419.28,155,167,5,4
User5,Cycling,2024-02-26,15:11:00,15:24:28,13.48,5.82,195.29,122,135,4,5
User5,Running,2024-02-26,13:58:00,14:43:27,45.46,8.92,603.22,153,161,3,3
User5,Swimming,2024-02-27,06:19:00,06:46:16,27.27,1.65,790.34,115,128,1,1
User5,Walking,2024-02-27,10:54:00,11:09:22,15.38,1.21,65.54,101,108,1,1
User5,Cycling,2024-02-29,21:31:00,21:58:37,27.62,7.73,275.47,123,131,3,5
User5,Yoga,2024-02-29,20:31:00,21:11:51,40.86,0.0,97.11,94,100,4,1
User5,Swimming,2024-03-01,12:40:00,13:17:23,37.39,1.61,789.56,125,138,1,4
User5,HIIT,2024-03-02,16:25:00,17:04:27,39.47,0.0,434.02,142,151,3,2
User5,Running,2024-03-02,20:02:00,20:50:48,48.81,6.29,484.44,142,153,3,5
User5,Yoga,2024-03-03,17:07:00,18:26:49,79.83,0.0,292.26,106,112,5,4
User5,HIIT,2024-03-03,11:57:00,12:12:14,15.25,0.0,144.21,150,164,2,5
User5,HIIT,2024-03-04,10:57:00,11:34:55,37.93,0.0,406.3,141,146,1,3
User5,Running,2024-03-04,21:18:00,21:46:44,28.74,4.81,322.46,144,158,3,3
User5,Cycling,2024-03-05,10:10:00,11:14:44,64.74,18.22,671.61,144,151,4,2
User5,Yoga,2024-03-05,10:21:00,11:49:55,88.93,0.0,249.62,92,100,1,1
User5,HIIT,2024-03-08,19:42:00,20:07:18,25.31,0.0,276.41,162,170,5,4
User5,Cycling,2024-03-08,19:16:00,19:52:38,36.65,10.85,531.38,146,152,4,2
User5,Yoga,2024-03-09,12:47:00,13:39:58,52.97,0.0,131.85,86,93,5,5
User5,HIIT,2024-03-09,06:19:00,06:43:11,24.19,0.0,223.6,167,178,3,1
User5,Walking,2024-03-12,10:02:00,11:09:19,67.32,4.5,226.13,92,101,1,3
User5,Walking,2024-03-12,15:57:00,16:20:49,23.82,1.89,76.59,103,114,3,2
User5,Swimming,2024-03-13,14:20:00,14:43:26,23.44,0.99,396.78,139,150,3,3
User5,Swimming,2024-03-14,18:07:00,18:38:16,31.28,1.87,1038.89,129,134,5,1
User5,Swimming,2024-03-14,10:25:00,10:57:04,32.08,1.59,771.1,118,127,3,4
User5,Cycling,2024-03-16,20:51:00,21:10:44,19.73,8.49,296.93,127,137,4,1
User5,Yoga,2024-03-16,10:34:00,11:10:02,36.04,0.0,123.08,96,107,1,3
